episode,big_cpu_freq,little_cpu_freq,big_util,little_util,ipc,cache_miss,fps,action,loss,reward
1937,2016000,576000,0.250000, 2.233333, 0.459184, 0.016667, 26,6, 0.0011231977259740233,0.39166667749413386
1938,710400,576000,0.375000, 2.933333, 0.468750, 0.016667, 26,0, 0.0010809424566105008,0.9114796459399551
1939,710400,576000,0.000000, 2.980952, 0.373444, 0.033333, 26,0, 0.0012447142507880926,0.9114796459399551
1940,710400,576000,0.250000, 2.000000, 0.493151, 0.011111, 26,0, 0.0018888625781983137,0.9114796459399551
1941,710400,576000,0.400000, 1.583333, 0.474934, 0.005556, 26,0, 0.0013290458591654897,0.9114796459399551
1942,710400,1305600,1.200000, 1.666667, 0.469974, 0.016667, 26,40, 0.001950046163983643,0.8658953118603698
1943,710400,1305600,1.083333, 2.183333, 0.350877, 0.011111, 26,40, 0.0006103473715484142,0.8658953118603698
1944,710400,672000,0.450000, 1.500000, 0.456853, 0.016667, 25,16, 0.0013128445716574788,0.8683000860773256
1945,710400,672000,0.000000, 2.166667, 0.382979, 0.027778, 25,16, 0.0010714806849136949,0.8683000860773256
1946,710400,576000,0.366667, 2.266667, 0.476190, 0.016667, 25,8, 0.0013457252644002438,0.8714796459399551
1947,710400,576000,0.928571, 2.700000, 0.467532, 0.016667, 25,8, 0.0013114684261381626,0.8714796459399551
1948,710400,576000,0.200000, 3.000000, 0.469974, 0.005556, 25,8, 0.0013652059715241194,0.8714796459399551
1949,710400,576000,0.250000, 1.733333, 0.491803, 0.016667, 25,8, 0.00219701393507421,0.8714796459399551
1950,710400,576000,0.200000, 2.100000, 0.482574, 0.016667, 25,8, 0.0013227020390331745,0.8714796459399551
1951,710400,1113600,0.000000, 1.500000, 0.167910, 0.044444, 25,32, 0.00103262928314507,0.8430789581987997
1952,1171200,844800,0.000000, 2.833333, 0.482574, 0.011111, 25,26, 0.001628959784284234,0.791418973452249
1953,710400,576000,0.250000, 2.583333, 0.480000, 0.016667, 25,0, 0.0012896923581138253,0.8714796459399551
1954,710400,576000,0.250000, 2.400000, 0.445545, 0.011111, 25,0, 0.0009092835825867951,0.8714796459399551
1955,710400,576000,0.000000, 2.166667, 0.472441, 0.016667, 25,0, 0.001849820837378502,0.8714796459399551
1956,710400,844800,0.200000, 1.671429, 0.473684, 0.022222, 25,24, 0.0012165132211521268,0.8606221250190428
1957,710400,844800,0.000000, 2.579365, 0.442260, 0.011111, 25,24, 0.0013248296454548836,0.8606221250190428
1958,710400,844800,0.000000, 2.200000, 0.493151, 0.016667, 26,24, 0.0015214160084724426,0.9006221250190428
1959,710400,844800,0.250000, 2.316667, 0.482574, 0.016667, 26,24, 0.0014260845491662621,0.9006221250190428
1960,710400,844800,0.200000, 1.100000, 0.476190, 0.005556, 26,24, 0.0011458155931904912,0.9006221250190428
1961,710400,844800,0.250000, 2.750000, 0.481283, 0.011111, 26,24, 0.002209035912528634,0.9006221250190428
1962,710400,672000,0.333333, 2.280952, 0.478723, 0.011111, 26,16, 0.0016594046028330922,0.9083000860773256
1963,710400,672000,0.000000, 0.833333, 0.500000, 0.011111, 25,16, 0.0011838965583592653,0.8683000860773256
1964,2227200,1113600,0.250000, 3.083333, 0.388769, 0.016667, 25,39, 0.0013087770203128457,0.10784631255453125
1965,710400,576000,0.285714, 1.828571, 0.478723, 0.011111, 25,0, 0.0009436013060621917,0.8714796459399551
1966,710400,576000,1.000000, 2.966667, 0.444444, 0.033333, 25,0, 0.0013719324488192797,0.8714796459399551
1967,710400,576000,1.285714, 3.183333, 0.471204, 0.016667, 25,0, 0.001518337638117373,0.8714796459399551
1968,710400,576000,0.166667, 2.200000, 0.442260, 0.016667, 26,8, 0.0016332609811797738,0.9114796459399551
1969,710400,576000,2.000000, 2.466667, 0.493151, 0.005556, 26,8, 0.0008167850901372731,0.9114796459399551
1970,710400,576000,0.333333, 2.428571, 0.480000, 0.016667, 26,8, 0.0013847447698935866,0.9114796459399551
1971,710400,576000,0.166667, 2.616667, 0.493151, 0.016667, 26,8, 0.0016822220059111714,0.9114796459399551
1972,710400,576000,0.250000, 3.083333, 0.471204, 0.022222, 26,8, 0.0015363279962912202,0.9114796459399551
1973,710400,576000,0.000000, 2.400000, 0.300501, 0.044444, 26,8, 0.001239626668393612,0.9114796459399551
1974,710400,576000,0.200000, 3.466667, 0.478723, 0.005556, 26,8, 0.0009929300285875797,0.9114796459399551
1975,710400,672000,0.000000, 2.000000, 0.447761, 0.016667, 26,16, 0.0011975255329161882,0.9083000860773256
1976,710400,672000,0.200000, 2.600000, 0.448878, 0.022222, 26,16, 0.0017535056686028838,0.9083000860773256
1977,710400,672000,0.450000, 2.500000, 0.482574, 0.011111, 26,16, 0.0032408367842435837,0.9083000860773256
1978,710400,672000,0.250000, 2.416667, 0.469974, 0.016667, 26,16, 0.000662580830976367,0.9083000860773256
1979,710400,672000,0.200000, 1.921429, 0.456853, 0.022222, 26,16, 0.0022109949495643377,0.9083000860773256
1980,710400,576000,0.000000, 1.416667, 0.477454, 0.016667, 26,0, 0.0013023187639191747,0.9114796459399551
